iter	Passed	Remaining
1664	42621	8575
1665	42647	8549
1666	42672	8524
1667	42701	8499
1668	42729	8474
1669	42755	8448
1670	42788	8424
1671	42817	8399
1672	42845	8374
1673	42871	8348
1674	42898	8323
1675	42925	8298
1676	42952	8272
1677	42979	8247
1678	43008	8222
1679	43035	8197
1680	43063	8172
1681	43088	8146
1682	43115	8121
1683	43141	8095
1684	43167	8069
1685	43194	8044
1686	43220	8019
1687	43248	7993
1688	43273	7968
1689	43299	7942
1690	43324	7916
1691	43350	7891
1692	43377	7865
1693	43402	7840
1694	43428	7814
1695	43454	7789
1696	43480	7763
1697	43507	7738
1698	43532	7712
1699	43558	7686
1700	43587	7661
1701	43614	7636
1702	43639	7610
1703	43675	7586
1704	43702	7561
1705	43728	7535
1706	43755	7510
1707	43781	7484
1708	43807	7459
1709	43832	7433
1710	43858	7407
1711	43884	7382
1712	43911	7356
1713	43937	7331
1714	43963	7305
1715	43991	7280
1716	44016	7254
1717	44042	7229
1718	44068	7203
1719	44095	7178
1720	44121	7152
1721	44147	7127
1722	44173	7101
1723	44199	7076
1724	44225	7050
1725	44251	7024
1726	44276	6999
1727	44303	6973
1728	44328	6947
1729	44354	6922
1730	44381	6896
1731	44407	6871
1732	44434	6845
1733	44459	6820
1734	44486	6794
1735	44512	6769
1736	44538	6743
1737	44563	6717
1738	44591	6692
1739	44618	6667
1740	44644	6641
1741	44672	6616
1742	44699	6590
1743	44725	6565
1744	44751	6539
1745	44779	6514
1746	44806	6488
1747	44835	6463
1748	44862	6438
1749	44891	6413
1750	44920	6387
1751	44946	6362
1752	44972	6336
1753	45002	6311
1754	45029	6286
1755	45056	6260
1756	45082	6235
1757	45108	6209
1758	45136	6184
1759	45162	6158
1760	45187	6132
1761	45214	6107
1762	45240	6081
1763	45267	6056
1764	45292	6030
1765	45319	6004
1766	45345	5979
1767	45371	5953
1768	45397	5928
1769	45423	5902
1770	45450	5876
1771	45475	5851
1772	45502	5825
1773	45529	5800
1774	45555	5774
1775	45583	5749
1776	45608	5723
1777	45636	5698
1778	45663	5672
1779	45690	5647
1780	45716	5621
1781	45743	5596
1782	45771	5570
1783	45798	5545
1784	45823	5519
1785	45851	5494
1786	45879	5468
1787	45905	5442
1788	45932	5417
1789	45961	5392
1790	45989	5366
1791	46017	5341
1792	46044	5315
1793	46071	5290
1794	46098	5264
1795	46123	5238
1796	46150	5213
1797	46177	5187
1798	46204	5162
1799	46230	5136
1800	46257	5111
1801	46284	5085
1802	46310	5060
1803	46336	5034
1804	46363	5008
1805	46392	4983
1806	46418	4957
1807	46445	4932
1808	46471	4906
1809	46500	4881
1810	46528	4855
1811	46556	4830
1812	46582	4804
1813	46611	4779
1814	46638	4753
1815	46664	4728
1816	46693	4702
1817	46719	4677
1818	46747	4651
1819	46775	4626
1820	46802	4600
1821	46828	4574
1822	46856	4549
1823	46882	4523
1824	46910	4498
1825	46937	4472
1826	46964	4447
1827	46993	4421
1828	47022	4396
1829	47047	4370
1830	47075	4345
1831	47101	4319
1832	47128	4293
1833	47155	4268
1834	47181	4242
1835	47206	4216
1836	47231	4190
1837	47257	4165
1838	47290	4140
1839	47314	4114
1840	47340	4088
1841	47366	4062
1842	47390	4037
1843	47417	4011
1844	47442	3985
1845	47468	3959
1846	47492	3934
1847	47528	3909
1848	47554	3883
1849	47579	3857
1850	47604	3831
1851	47629	3806
1852	47658	3780
1853	47684	3755
1854	47709	3729
1855	47735	3703
1856	47760	3677
1857	47789	3652
1858	47813	3626
1859	47839	3600
1860	47865	3575
1861	47890	3549
1862	47915	3523
1863	47941	3497
1864	47967	3472
1865	47994	3446
1866	48019	3420
1867	48044	3395
1868	48071	3369
1869	48096	3343
1870	48121	3317
1871	48146	3292
1872	48172	3266
1873	48198	3240
1874	48222	3214
1875	48249	3189
1876	48274	3163
1877	48299	3137
1878	48323	3111
1879	48350	3086
1880	48376	3060
1881	48402	3034
1882	48429	3009
1883	48456	2983
1884	48481	2957
1885	48508	2932
1886	48533	2906
1887	48560	2880
1888	48587	2855
1889	48614	2829
1890	48638	2803
1891	48666	2777
1892	48691	2752
1893	48719	2726
1894	48746	2700
1895	48772	2675
1896	48797	2649
1897	48823	2623
1898	48849	2598
1899	48875	2572
1900	48900	2546
1901	48927	2520
1902	48951	2495
1903	48979	2469
1904	49006	2443
1905	49032	2418
1906	49058	2392
1907	49084	2366
1908	49109	2340
1909	49136	2315
1910	49161	2289
1911	49186	2263
1912	49212	2238
1913	49238	2212
1914	49264	2186
1915	49289	2160
1916	49315	2135
1917	49342	2109
1918	49367	2083
1919	49393	2058
1920	49418	2032
1921	49446	2006
1922	49471	1980
1923	49497	1955
1924	49522	1929
1925	49548	1903
1926	49574	1878
1927	49599	1852
1928	49625	1826
1929	49656	1801
1930	49681	1775
1931	49707	1749
1932	49732	1723
1933	49760	1698
1934	49784	1672
1935	49811	1646
1936	49835	1620
1937	49863	1595
1938	49888	1569
1939	49914	1543
1940	49939	1518
1941	49970	1492
1942	49995	1466
1943	50021	1440
1944	50046	1415
1945	50072	1389
1946	50098	1363
1947	50126	1338
1948	50152	1312
1949	50179	1286
1950	50210	1261
1951	50244	1235
1952	50287	1210
1953	50316	1184
1954	50351	1158
1955	50378	1133
1956	50407	1107
1957	50437	1081
1958	50465	1056
1959	50494	1030
1960	50522	1004
1961	50551	979
1962	50580	953
1963	50613	927
